column,dtype,description,source,transformation,availability_at_prediction_time,modeling_role,included_in_analytical,included_in_model_ready,notes
wind_speed_10m_max_prev_3d,float64,Lagged historical weather measure before arrival: wind speed 10m max prev 3d.,Open-Meteo daily weather queried with internal historical port coordinates,"Lagged weather history using shift(1), excluding the arrival day.",historical_only,feature,True,True,Included in the model-ready dataset as an official arrival-time predictor.
wind_gusts_10m_max_prev_3d,float64,Lagged historical weather measure before arrival: wind gusts 10m max prev 3d.,Open-Meteo daily weather queried with internal historical port coordinates,"Lagged weather history using shift(1), excluding the arrival day.",historical_only,feature,True,True,Included in the model-ready dataset as an official arrival-time predictor.
rain_sum_prev_7d,float64,Lagged historical weather measure before arrival: rain sum prev 7d.,Open-Meteo daily weather queried with internal historical port coordinates,"Lagged weather history using shift(1), excluding the arrival day.",historical_only,feature,True,True,Included in the model-ready dataset as an official arrival-time predictor.
precipitation_hours_prev_7d,float64,Lagged historical weather measure before arrival: precipitation hours prev 7d.,Open-Meteo daily weather queried with internal historical port coordinates,"Lagged weather history using shift(1), excluding the arrival day.",historical_only,feature,True,True,Included in the model-ready dataset as an official arrival-time predictor.
temperature_2m_mean_prev_7d,float64,Lagged historical weather measure before arrival: temperature 2m mean prev 7d.,Open-Meteo daily weather queried with internal historical port coordinates,"Lagged weather history using shift(1), excluding the arrival day.",historical_only,feature,True,True,Included in the model-ready dataset as an official arrival-time predictor.
wind_speed_10m_max_prev_7d,float64,Lagged historical weather measure before arrival: wind speed 10m max prev 7d.,Open-Meteo daily weather queried with internal historical port coordinates,"Lagged weather history using shift(1), excluding the arrival day.",historical_only,feature,True,True,Included in the model-ready dataset as an official arrival-time predictor.
wind_gusts_10m_max_prev_7d,float64,Lagged historical weather measure before arrival: wind gusts 10m max prev 7d.,Open-Meteo daily weather queried with internal historical port coordinates,"Lagged weather history using shift(1), excluding the arrival day.",historical_only,feature,True,True,Included in the model-ready dataset as an official arrival-time predictor.
has_port_reference,Int64,Indicator that a port reference row was found for the port code.,Derived by project pipeline,Internal quality-control flag or temporary duration used before target creation.,not_applicable,metadata,False,False,
has_weather_data,Int64,Indicator that daily weather data were found for the port and arrival date.,Derived by project pipeline,Internal quality-control flag or temporary duration used before target creation.,not_applicable,metadata,False,False,
state,string,"Brazilian state/UF for the port, reconstructed from the official PSP port reference when an exact port-code match exists.",Portos no Porto Sem Papel - PSP official public reference,Exact join from official PSP port code to Brazilian state/UF when available.,yes,feature,True,True,Exact official PSP mapping where available; missing when no exact public port-code match was found.
region,string,Brazilian macro-region derived deterministically from the published state/UF.,Derived from official Brazilian state (UF),Deterministic Brazilian state-to-macro-region mapping from official state/UF.,yes,feature,True,True,Derived from state; missing when state has no exact official PSP mapping.
split,string,Official temporal split label for reproducible modeling.,Kaggle build script,Assigned from half-open official temporal intervals based on arrival_port_ts.,not_applicable,metadata,False,True,
arrival_hour_sin,float64,Sine encoding of arrival hour.,Derived by project pipeline,Derived from arrival_port_ts.,yes,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrival_hour_cos,float64,Cosine encoding of arrival hour.,Derived by project pipeline,Derived from arrival_port_ts.,yes,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrival_dow_sin,float64,Sine encoding of arrival day of week.,Derived by project pipeline,Derived from arrival_port_ts.,yes,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrival_dow_cos,float64,Cosine encoding of arrival day of week.,Derived by project pipeline,Derived from arrival_port_ts.,yes,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrival_month_sin,float64,Sine encoding of arrival month.,Derived by project pipeline,Derived from arrival_port_ts.,yes,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrival_month_cos,float64,Cosine encoding of arrival month.,Derived by project pipeline,Derived from arrival_port_ts.,yes,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrivals_prev_1d,float64,Historical count or summary of vessel arrivals at the same port: arrivals prev 1d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrivals_prev_3d,float64,Historical count or summary of vessel arrivals at the same port: arrivals prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrivals_prev_7d,float64,Historical count or summary of vessel arrivals at the same port: arrivals prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrivals_avg_prev_3d,float64,Historical count or summary of vessel arrivals at the same port: arrivals avg prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrivals_max_prev_3d,float64,Historical count or summary of vessel arrivals at the same port: arrivals max prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrivals_avg_prev_7d,float64,Historical count or summary of vessel arrivals at the same port: arrivals avg prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
arrivals_max_prev_7d,float64,Historical count or summary of vessel arrivals at the same port: arrivals max prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
departures_prev_1d,float64,Historical count or summary of vessel departures at the same port: departures prev 1d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
departures_prev_3d,float64,Historical count or summary of vessel departures at the same port: departures prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
departures_prev_7d,float64,Historical count or summary of vessel departures at the same port: departures prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
departures_avg_prev_3d,float64,Historical count or summary of vessel departures at the same port: departures avg prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
departures_max_prev_3d,float64,Historical count or summary of vessel departures at the same port: departures max prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
departures_avg_prev_7d,float64,Historical count or summary of vessel departures at the same port: departures avg prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
departures_max_prev_7d,float64,Historical count or summary of vessel departures at the same port: departures max prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
flow_balance_prev_1d,float64,Historical arrival-minus-departure flow balance at the same port: flow balance prev 1d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
flow_balance_prev_3d,float64,Historical arrival-minus-departure flow balance at the same port: flow balance prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
flow_balance_prev_7d,float64,Historical arrival-minus-departure flow balance at the same port: flow balance prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_wait_known_count,float64,Historical known port performance statistic before arrival: port wait known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_wait_known_mean,float64,Historical known port performance statistic before arrival: port wait known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_wait_known_median,float64,Historical known port performance statistic before arrival: port wait known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_wait_known_std,float64,Historical known port performance statistic before arrival: port wait known std.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_wait_known_q90,float64,Historical known port performance statistic before arrival: port wait known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_wait_known_q95,float64,Historical known port performance statistic before arrival: port wait known q95.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_operation_known_count,float64,Historical known port performance statistic before arrival: port operation known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_operation_known_mean,float64,Historical known port performance statistic before arrival: port operation known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_operation_known_median,float64,Historical known port performance statistic before arrival: port operation known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_operation_known_std,float64,Historical known port performance statistic before arrival: port operation known std.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_operation_known_q90,float64,Historical known port performance statistic before arrival: port operation known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_operation_known_q95,float64,Historical known port performance statistic before arrival: port operation known q95.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_total_known_count,float64,Historical known port performance statistic before arrival: port total known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_total_known_mean,float64,Historical known port performance statistic before arrival: port total known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_total_known_median,float64,Historical known port performance statistic before arrival: port total known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_total_known_std,float64,Historical known port performance statistic before arrival: port total known std.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_total_known_q90,float64,Historical known port performance statistic before arrival: port total known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
port_total_known_q95,float64,Historical known port performance statistic before arrival: port total known q95.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
state_waiting_vessels_d_minus_1,float64,Reconstructed operational state at the port before arrival: state waiting vessels d minus 1.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
state_berthed_vessels_d_minus_1,float64,Reconstructed operational state at the port before arrival: state berthed vessels d minus 1.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
state_present_vessels_d_minus_1,float64,Reconstructed operational state at the port before arrival: state present vessels d minus 1.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
state_backlog_vessels_d_minus_1,float64,Reconstructed operational state at the port before arrival: state backlog vessels d minus 1.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
state_entry_exit_delta_prev_1d,float64,Reconstructed operational state at the port before arrival: state entry exit delta prev 1d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_total_known_count,float64,Historical known statistic for the same vessel before arrival: vessel total known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_total_known_mean,float64,Historical known statistic for the same vessel before arrival: vessel total known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_total_known_median,float64,Historical known statistic for the same vessel before arrival: vessel total known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_total_known_q90,float64,Historical known statistic for the same vessel before arrival: vessel total known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_wait_known_count,float64,Historical known statistic for the same vessel before arrival: vessel wait known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_wait_known_mean,float64,Historical known statistic for the same vessel before arrival: vessel wait known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_wait_known_median,float64,Historical known statistic for the same vessel before arrival: vessel wait known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_wait_known_q90,float64,Historical known statistic for the same vessel before arrival: vessel wait known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_port_total_known_count,float64,Historical known statistic for the vessel at the same port before arrival: vessel port total known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_port_total_known_mean,float64,Historical known statistic for the vessel at the same port before arrival: vessel port total known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_port_total_known_median,float64,Historical known statistic for the vessel at the same port before arrival: vessel port total known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
vessel_port_total_known_q90,float64,Historical known statistic for the vessel at the same port before arrival: vessel port total known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
source_total_known_count,float64,Historical known statistic associated with the reported previous port before arrival: source total known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
source_total_known_mean,float64,Historical known statistic associated with the reported previous port before arrival: source total known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
source_total_known_median,float64,Historical known statistic associated with the reported previous port before arrival: source total known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
source_total_known_q90,float64,Historical known statistic associated with the reported previous port before arrival: source total known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
destination_total_known_count,float64,Historical known statistic associated with the reported next port before arrival: destination total known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
destination_total_known_mean,float64,Historical known statistic associated with the reported next port before arrival: destination total known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
destination_total_known_median,float64,Historical known statistic associated with the reported next port before arrival: destination total known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
destination_total_known_q90,float64,Historical known statistic associated with the reported next port before arrival: destination total known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
route_total_known_count,float64,Historical known statistic for the reported source-destination route before arrival: route total known count.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
route_total_known_mean,float64,Historical known statistic for the reported source-destination route before arrival: route total known mean.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
route_total_known_median,float64,Historical known statistic for the reported source-destination route before arrival: route total known median.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
route_total_known_q90,float64,Historical known statistic for the reported source-destination route before arrival: route total known q90.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_carga_share_prev_3d,float64,Recent historical operation mix share at the same port before arrival: opmix carga share prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_descarga_share_prev_3d,float64,Recent historical operation mix share at the same port before arrival: opmix descarga share prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_fundeio_share_prev_3d,float64,Recent historical operation mix share at the same port before arrival: opmix fundeio share prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_offshore_share_prev_3d,float64,Recent historical operation mix share at the same port before arrival: opmix offshore share prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_reparo_manutencao_share_prev_3d,float64,Recent historical operation mix share at the same port before arrival: opmix reparo manutencao share prev 3d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_carga_share_prev_7d,float64,Recent historical operation mix share at the same port before arrival: opmix carga share prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_descarga_share_prev_7d,float64,Recent historical operation mix share at the same port before arrival: opmix descarga share prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_fundeio_share_prev_7d,float64,Recent historical operation mix share at the same port before arrival: opmix fundeio share prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_offshore_share_prev_7d,float64,Recent historical operation mix share at the same port before arrival: opmix offshore share prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
opmix_reparo_manutencao_share_prev_7d,float64,Recent historical operation mix share at the same port before arrival: opmix reparo manutencao share prev 7d.,Derived by project pipeline,Reconstructed historical feature using a D-1 cutoff and only events known before the prediction timestamp.,historical_only,feature,False,True,Included in the model-ready dataset as an official arrival-time predictor.
